,abstract_text
29953325," Understanding genetic mechanisms affords the ability to provide causal explanations for genetic phenomena. These mechanisms are difficult to teach and learn. It has been shown that students sometimes conceive of genes as traits or as trait-bearing particles. We termed these ""nonmechanistic"" conceptions of genetic phenomena because they do not allow the space required for a mechanism to exist in the learner's mind. In this study, we investigated how ninth- and 12th-grade students' conceptions of genetic phenomena affect their ability to learn the underlying mechanisms. We found that ninth- and 12th-grade students with nonmechanistic conceptions are less successful at learning the mechanisms leading from gene to trait than students with mechanistic conceptions. Our results suggest that nonmechanistic conceptions of a phenomenon may create a barrier to learning the underlying mechanism. These findings suggest that an initial description of a phenomenon should hint at a mechanism even if the mechanism would be learned only later."
29953324," The benefits of student-centered active-learning approaches are well established, but this evidence has not directly translated into instructors adopting these evidence-based methods in higher education. To date, promoting and sustaining pedagogical change through different initiatives has proven difficult, but research on pedagogical change is advancing. To this end, we examine pedagogical behaviors through a cultural evolutionary model that stresses the global nature of the issue, the generational time that change requires, and complications introduced by academic career trajectories. We first provide an introduction to cultural evolutionary theory before describing our model, which focuses on how cultural transmission processes and selection events at different career phases shape not only who teaches in higher education, but also how they choose to teach. We leverage our model to make suggestions for expediting change in higher education. This includes reforming pedagogy in departments that produce PhD students with the greatest chance of obtaining tenure-track positions."
29953323," This paper attends to challenges for postsecondary science education improvement initiatives, notably understanding and responding to the realities guiding educators' teaching practices. We explored 16 postsecondary biology educators' instructional planning, providing novel insights into why educators select certain strategies over others, including lecturing. Our findings point to an array of factors that educators consider, factors that we believe push against the lecture versus active-learning dichotomy that we hear in some improvement rhetoric. We recommend professional development experiences (including peer evaluations of teaching) wherein educators and other proponents for teaching improvements explicitly explore rationales for teaching, including educators' considerations of the nature of the discipline (content and concepts and skills and processes) and students' needs. Educators with less experience with content were more likely to seek out additional instructional resources during planning, including other educators. Given this, teaching improvement proponents may want to offer professional development activities that sync with periodic and planned teaching assignments that take educators out of their disciplinary knowledge comfort zone. Disciplinary colleagues might serve as exemplars of planning and implementing teaching strategies that both convey foundational content and processes and engage students via evidence-based practices."
29953319," Immunomodulatory monoclonal IgG1 antibodies developed for cancer and autoimmune disease have an inherent risk of systemic release of pro-inflammatory cytokines. In vitro cytokine release assays are currently used to predict cytokine release syndrome (CRS) risk, but the validation of these preclinical tools suffers from the limited number of characterized CRS-inducing IgG1 antibodies and the poor understanding of the mechanisms regulating cytokine release. Here, we incubated human whole blood from naïve healthy volunteers with four monoclonal IgG1 antibodies with different proven or predicted capacity to elicit CRS in clinic and measured cytokine release using a multiplex assay. We found that, in contrast to anti-CD52 antibodies (Campath-1H homolog) that elicited high level of multiple inflammatory cytokines from human blood cells in vitro, other IgG1 antibodies with CRS-inducing potential consistently induced release of a single tested cytokine, interferon (IFN)-γ, with a smaller magnitude than Campath. IFN-γ expression was observed as early as 2-4 h after incubation, mediated by natural killer cells, and dependent upon tumor necrosis factor and FcγRIII. Importantly, the magnitude of the IFN-γ response elicited by IgG1 antibodies with CRS-inducing potential was determined by donor FcγRIIIa-V158F polymorphism. Overall, our results highlight the importance of FcγRIIIa-dependent IFN-γ release in preclinical cytokine release assay for the prediction of CRS risk associated with therapeutic IgG1 antibodies."
29953318," The major limitations of growth curve mixture models for HIV/AIDS data are the usual assumptions of normality and monophasic curves within latent classes. This article addresses these limitations by using non-normal skewed distributions and multiphasic patterns for outcomes of prospective studies. For such outcomes, new skew-t (ST) distributions are proposed for modeling heterogeneous growth trajectories, which exhibit not abrupt but gradual multiphasic changes from a declining trend to an increasing trend over time. We assess these clinically important features of longitudinal HIV/AIDS data using the bent-cable framework within a context of a joint modeling of time-to-event process and response process. A real dataset from an AIDS clinical study is used to illustrate the proposed methods."
29953317," To develop a safe and efficacious heat-stable rotavirus vaccine, new lyophilized formulations were developed using rotavirus serotypes constituting RotaTeq®. A series of formulation compositions, differing in buffering agents, bulking agents, cryoprotectants, amino acids and divalent cations, were screened for their ability to provide stability to rotavirus serotypes during lyophilization and when stored under elevated temperatures for extended periods. Lead formulations and lyophilization cycles were further optimized. Stability profiles of thus optimized formulations showed their ability to retain the potency of rotavirus for > 36 months at 5"
29953316," To investigate the change in nationwide incidence of endophthalmitis following cataract surgery in Korea from 2002 to 2013. From a national sample cohort (n = 1 025 340), cases of postoperative endophthalmitis between 2002 and 2013 were identified. From 70,719 cases of cataract surgery, 49 incidents of endophthalmitis were reported, yielding an incidence of 0.069% (95% confidence interval [CI], 0.051-0.092%). Overall, the endophthalmitis incidence decreased from 0.103% in 2002-2005 to 0.045% in 2010-2013, corresponding to an annually decreasing time-trend (0.902, 95% CI, 0.827-0.984). In diabetic patients, however, the incidence was 0.128% and did not change (time trend, 1.015; 95% CI, 0.828-1.245). This study revealed the incidence of endophthalmitis decreased during a 12-year period, but remained constant in diabetic patients."
29953315," We report a case of Talaromyces marneffei skin infection in an Egyptian mongoose ( Herpestes ichneumon) in Portugal. The isolated fungus was identified through its mycologic characteristics, morphology, and PCR amplification."
29953314," Toxoplasma gondii is a protozoan parasite of veterinary and human public health importance for which birds act as an intermediate host. No information is available about the epidemiology of T. gondii in wild birds of Pakistan. The present study was designed to determine the seroprevalence and risk factors associated with T. gondii antibodies in wild birds of District Kasur, Punjab Province, Pakistan. A total of 200 wild birds of 28 species were captured from four tehsils (administrative subdistricts of districts) of the district Kasur and their serum samples screened for the presence of T. gondii antibodies using a latex agglutination test (LAT; cut-off value: 1:64). Twenty-five (13%) individual birds and 13 (46%) of the bird species were seropositive for T. gondii antibodies. There were statistical differences in T. gondii prevalence between adults and young (15% and 7%, respectively, P=0.001) and healthy and sick (11% and 50%, respectively, P=0.000) while there were not differences between genders, sites, urbanicity, and tehsils. The present study provides evidence of T. gondii antibodies in wild birds of Pakistan."
29953313," A central goal for reintroduced populations of threatened wood bison ( Bison bison athabascae) is to maintain them free of diseases of concern, particularly bovine tuberculosis (caused by Mycobacterium bovis) and brucellosis (caused by Brucella abortus). A wood bison population in southwestern Yukon, Canada was reintroduced into the wild in 1988, but no health assessment has been done since then. To provide an initial assessment of the health status and, hence, the conservation value of this population, we serologically tested 31 wood bison (approximately 3% of the population) for pathogens of interest and obtained histopathology results for select tissues. We found no evidence of exposure to M. bovis or Brucella spp., but antibodies were present to bovine parainfluenza virus 3, bovine coronavirus, Leptospira interrogans, and Neospora caninum, with seroprevalences of 87, 7, 61, and 7% of the tested animals, respectively. Reintroduced wood bison in southwestern Yukon may be of high value for wood bison recovery because it is a large and geographically isolated population with no bacteriologic, histopathologic, or serologic evidence of exposure to Brucella spp. or M. bovis."
29953312," Cloacal swab samples collected from 538 migratory waterfowl along the Mississippi Migratory Bird flyway in 2013 were tested for porcine epidemic diarrhea virus and porcine deltacoronavirus. Neither virus was detected in any of the samples, indicating that waterfowl likely did not contribute to the rapid spread of these viruses within central US."
29953311," Poxvirus infections have been reported in domestic, captive, and wild avian hosts including many raptor species. A wild Common Buzzard ( Buteo buteo) admitted to a wildlife veterinary clinic in Sardinia, Italy, showed multiple, wart-like proliferative cutaneous lesions on both legs. Histologically, there was ballooning degeneration and large intracytoplasmic inclusion bodies consistent with avipoxvirus (APV) infection. Diagnosis was confirmed by PCR detecting APV genes: P4b (locus fpv167), P35 (locus fpv140), and partial DNA polymerase. Phylogenetic analyses were performed to compare the detected virus with a panel of selected APVs. Analyses of P4b and DNA polymerase assigned the virus to clade A (fowlpox virus, FWPV), subclade A7, grouping with many other APVs previously isolated in birds of prey. Further research should highlight the diversity of avian pox viral strains circulating among common buzzards as well as the phylogenetic role of locus fpv140 (P35) in comparison with the more-conserved P4b and DNA polymerase genes."
29953310," To compare the clinical characteristics of patients with active episodes of ocular toxoplasmosis from three provinces, Misiones, Santa Fe, and Buenos Aires, Argentina. Patients with a diagnosis of ocular toxoplasmosis from three databases of four tertiary referral uveitis centers were reviewed. Collected data included presentation of the retinochoroiditis, location of the active lesions, associated inflammatory ocular signs and complications. Three hundred thirty-four patients were included in this study. Bilateral involvement of the ocular disease occurred in 26 patients in Misiones (35.14%), 21 patients (12.8%) in Santa Fe, and 9 patients in Buenos Aires (9.4%) (p < 0.001). Extensive retinitis was observed in 49 patients (66.2%) in Misiones, 39 patients (23.8%) in Santa Fe, and 12 patients (12.5%) in Buenos Aires (p < 0.001). The results indicate that there are differences in the clinical characteristics of ocular toxoplasmosis in patients from Misiones, Santa Fe, and Buenos Aires."
29953309," To examine the spectrum of scleritis in four tertiary institutions across the Asia-Pacific. Clinical records from 354 patients were reviewed from centers in Australia, Singapore, and India, excluding those with insufficient data (n = 24). Indian patients presented younger (41.5 ± 13.4 years) than Australians (50.8 ± 17.5) and Singaporeans (48.6 ± 15.9), with fewer women (49% vs 62%/57%). Diffuse disease was universally most common. Autoimmune and infectious disease proportions were similar in Australia (31%/10.3%) and Singapore (27.5%/8.3%) but reversed in India (8.3%/30%). Necrotizing scleritis was most frequently associated with infection (27.3%). Presumed ocular tuberculosis accounted for 75% of infectious cases in India. Posterior scleritis had the highest complication rate (82.4%) and immunosuppressants used per patient (0.98 ± 0.31 95% CI). Clinical presentations of scleritis vary across the Asia-Pacific, particularly in endemic regions for tuberculosis such as India, where it affects younger men with a predominance of nodular and infectious disease."
29953308," To investigate the role of some blood count-derived inflammation biomarkers in age-related macular degeneration (AMD). Seventy-nine men with late-stage AMD and 79 male age-matched cataract controls without AMD were recruited in March-December, 2016. A blood sample was taken. The following blood cell count-derived indexes were evaluated: neutrophil/lymphocyte ratio (NLR), derived NLR [dNLR = neutrophils/(white blood cells ‒ neutrophils)], platelet/lymphocyte ratio (PLR), monocyte/lymphocyte ratio (MLR), (neutrophils × monocytes)/lymphocyte ratio (SIRI), and (neutrophils × monocytes × platelets)/lymphocyte ratio (AISI). AMD patients had significantly lower median values of white blood cells, monocytes, neutrophils, platelets, and mean platelet volume (MPV). Regarding the combined indexes, only AISI was significantly lower in AMD patients than in controls. Receiver operating characteristics curve analysis revealed that the ability of AISI and MPV to predict AMD is poor. Results suggests that NLR, dNLR, PLR, MLR, SIRI, and AISI are unreliable disease biomarkers in men with AMD. Larger scale studies are necessary to confirm these findings."
29953307," In South Korea, the National Immunization Program offers a 23-valent pneumococcal polysaccharide vaccine (PPSV23) for the elderly; however, the 13-valent pneumococcal conjugate vaccine (PCV13) is not included, and vaccination is not offered to younger, at-risk populations. This study offers a comparative analysis of PCV13 and PPSV23 in Korea's adults, stratified by age and risk group. A Markov model with a lifetime horizon was developed from the healthcare perspective. Data sources included the Health Insurance Review & Assessment Service, Korea Centre for Disease Control & Prevention and Korean medical institutions. An expert panel tested data validity. The CAPiTA trial and Cochrane meta-analysis were used to obtain vaccine effectiveness data. Regardless of co-morbidity, when the sequential PCV13-PPSV23 strategy was compared to that using PPSV23-only, in elderly populations, the incremental cost-effectiveness ratio (ICER) was 3,300 USD per quality-adjusted life years (QALY). For the risk group aged ≥65 years, the ICER of the addition of PCV13 over the existing PPSV23-only strategy was 3,404 USD/QALY. However, on replacing PPSV23 with PCV13, for all elderly populations, an ICER of 1,421 USD/QALY resulted; for the risk group aged ≥65 years, the ICER was 1,736 USD/QALY. For the 18-64 year-old risk group, the sequential PCV13-PPSV23 strategy yielded an ICER of 3,629 USD/QALY over the PPSV23-only strategy, and 6,643 USD/QALY compared to no vaccination. Thus, the PCV13→PPSV23 combination strategy for elderly populations was found to be a cost-effective alternative to the current National Immunization Program regardless of co-morbidity. This finding was the same as that for younger, at-risk populations."
29953306," To report long-term outcomes of topical ganciclovir (GCV) and corticosteroids in Korean patients with cytomegalovirus (CMV) corneal endotheliitis. This retrospective study included 13 eyes from 13 patients with CMV corneal endotheliitis, with a follow-up period of 24.5 ± 8.2 months. The patients were consistently maintained with topical 2% GCV and 1% prednisolone acetate eyedrop. All patients demonstrated unilateral typical coin-shaped keratic precipitates (KPs) or linear KP, and positive CMV polymerase chain reaction of aqueous humor. After 2 weeks of treatment, all patients showed decrease of clinical signs. During the follow-up, four patients developed mild anterior chamber inflammation with increased intraocular pressure without typical coin-shaped KPs or edema, started to use the initial dose, and resolved the clinical signs. One patient showed recurrence of corneal edema twice, and was administered systemic valgancyclovir for 2 weeks upon second recurrence with resolution of clinical signs. Long-term maintenance therapy with topical GCV and corticosteroids are effective and maintain corneal endothelial function in Korean patients with CMV endotheliitis."
29953305," Endometrioid carcinoma is known for its diverse morphology and may pose a diagnostic dilemma when it presents with a spindle cell component. We present a case of a 65-year-old woman with postmenopausal bleeding. Physical examination showed a mass protruding from the external cervical os. The patient underwent biopsy followed by hysterectomy. Pathologic examination showed an endometrioid endometrial carcinoma with spindle cell differentiation arising in an endometrial polyp, which raised a variety of differential diagnoses. Prior reports of this tumor type showed nonaberrant immunohistochemical expression of p16 and p53. However, this case showed p16 and p53 overexpression indicating that there is a spectrum of these tumors."
29953304," Purpose Mindfulness-based cognitive therapy (MBCT) has been shown to alleviate psychological distress in patients with cancer. However, patients experience barriers to participating in face-to-face MBCT. Individual Internet-based MBCT (eMBCT) could be an alternative. The study aim was to compare MBCT and eMBCT with treatment as usual (TAU) for psychological distress in patients with cancer. Patients and Methods We obtained ethical and safety approval to include 245 patients with cancer with psychological distress (≥ 11 on the Hospital Anxiety and Depression Scale) in the study. They were randomly allocated to MBCT (n = 77), eMBCT (n = 90), or TAU (n = 78). Patients completed baseline (T0) and postintervention (T1) assessments. The primary outcome was psychological distress on the Hospital Anxiety and Depression Scale. Secondary outcomes were psychiatric diagnosis, fear of cancer recurrence, rumination, health-related quality of life, mindfulness skills, and positive mental health. Continuous outcomes were analyzed using linear mixed modeling on the intention-to-treat sample. Because both interventions were compared with TAU, the type I error rate was set at P < .025. Results Compared with TAU, patients reported significantly less psychological distress after both MBCT (Cohen's d, .45; P < .001) and eMBCT (Cohen's d, .71; P < .001) . In addition, post-treatment prevalence of psychiatric diagnosis was lower with both MBCT (33% improvement; P = .030) and eMBCT (29% improvement; P = .076) in comparison with TAU (16%), but these changes were not statistically significant. Both interventions reduced fear of cancer recurrence and rumination, and increased mental health-related quality of life, mindfulness skills, and positive mental health compared with TAU (all Ps < .025). Physical health-related quality of life did not improve ( P = .343). Conclusion Compared with TAU, MBCT and eMBCT were similarly effective in reducing psychological distress in a sample of distressed heterogeneous patients with cancer."
29953303," To report a case of Vogt-Koyanagi-Harada (VKH) disease associated with hepatitis B vaccination. Case report. A 43-year-old Caucasian male presented with a three-week history of blurry vision, pain, photophobia, and redness in both eyes. Three days prior to the onset of symptoms, he had received the hepatitis B virus vaccine. Clinical evaluation revealed multifocal placoid lesions in the posterior pole, choroidal thickening, and serous macular detachment. Targeted laboratory investigations were negative for infectious or autoimmune markers. After treatment with oral corticosteroids, the patient had resolution of symptoms with near-total recovery of visual function. The patient later reported systemic findings of hearing loss, tinnitus, and integumentary changes. A diagnosis of VKH disease was made and inflammation was managed with oral corticosteroids followed by methotrexate for long-term disease control. VKH disease is an inflammatory condition primarily affecting the choroid, retinal pigment epithelium, and outer retina. The underlying etiology is unclear, but it can be associated with a viral prodrome suggesting an infectious trigger in a genetically susceptible individual. Our case suggests that hepatitis B vaccination may trigger a similar inflammatory response."
29953302," Ginkgo leaf tablets (GLTs) and losartan are often simultaneously used for the treatment of hypertension in Chinese clinics. However, the herb-drug interaction between GLT and losartan is still unknown. This study investigates the effects of GLT on the pharmacokinetics of losartan and its metabolite EXP3174 in rats and its potential mechanism. The pharmacokinetic profiles of losartan and EXP3174 of orally administered losartan (10 mg/kg) with or without GLT pretreatment (80 mg/kg/day for 10 days) in Sprague-Dawley rats were determined. In vitro, the effects of GLT on the metabolic stability of losartan were investigated with rat liver microsomes. The C The results indicate that GLT might increase the plasma concentration of losartan and decrease the concentration of EXP3174 through inhibiting the metabolism of losartan."
29953301," The evaluation of the trimming surfaces (TS) of tissue blocks from frozen sections may serve as a supplementary examination tool for the intraoperative determination of resection margins of breast cancer specimens. This study aimed at the investigation of the feasibility and reliability of this technique, which has been described only very rarely in literature. Two observers assessed digital images from TS obtained from 57 resection margins. Findings were correlated with the diagnosis of the frozen section (FS) alone and the final diagnosis on formalin-fixed paraffin-embedded (FFPE) material. The determination of the resection margin on TS was estimated as feasible for all cases. Interobserver congruence rate for TS was 96% (κ = 0.81), which was lower compared with FFPE (100%, κ = 1.0) but superior to FS (89%, κ = 0.67). Intraobserver congruence of the 2 reviewers was 96.5% and 93.0% between TS and FFPE, and 91.1% and 92.5% between FS and FFPE, respectively. The combination of both intraoperative consultation techniques showed similar congruence but a slight improvement for the sensitivity (0.75 to 0.875) for the diagnosis of tumor at the resection margin in FFPE for Reviewer 1 but was unchanged for Reviewer 2. The additional evaluation of TS can be a helpful additional tool for intraoperative margin assessment of breast cancer specimens, in particular, when processing artifacts of FS are encountered."
29953300," To describe with multimodal imaging a case of post-infectious unilateral outer retinopathy with choroiditis. Retrospective chart review of a case of a 67-year old male who presented following the onset of viral symptoms with an acute onset outer retinopathy, small vessel leakage on fluorescein angiography, and choroidal involvement evident on indocyanine green angiography and near infrared fundus autofluorescence (NIR-AF). Work up for infectious and autoimmune etiologies was negative. Treatment with IV methylprednisolone followed by high dose oral prednisone resulted in improvement in visual acuity, outer retinal reconstitution and resolution of the choroidal changes. Despite this presentation sharing features with both acute zonal occult outer retinopathy (AZOOR) and multifocal choroiditis (MFC), the case is highly atypical of both entities."
29953299," First-line antituberculosis drugs, namely, isoniazid (INH), rifampicin (RIF), and pyrazinamide (PZA), contribute to diverse pathological complications. Testicular toxicity is one such complication. Berberis aristata DC is an herb with potentially curative characteristics. The aim of this study was to test whether extract of Berberis aristata DC (Berberidaceae) has curing potential against testicular toxicity. Characterization of extract was done using ultra-performance liquid chromatography along with acute toxicity testing. Antioxidant activity of extract was checked by DPPH inhibition assay and H"
29953298," The incidence of tick-borne diseases (TBDs) is growing worldwide, and vaccines appear as the most effective and environmentally sound intervention for the prevention and control of TBDs. Areas covered: The vaccinomics approach combines omics technologies and bioinformatics for the characterization of tick-host-pathogen molecular interactions and the development of next-generation vaccines. The two main challenges of the vaccinomics approach are the integration and analysis of omics datasets, and the development of screening platforms for the identification of candidate protective antigens. To address these challenges we propose the application of intelligent Big Data analytic techniques for the high throughput discovery and characterization of tick and pathogen derived candidate vaccine protective antigens. Expert commentary: This innovative approach should improve the development and efficacy of vaccines for the control and prevention of TBDs."
29953297," This study investigates the effect of a supplementary ketone, β-hydroxybutyrate (BHB), on walking economy and ratings of perceived exertion in apparently healthy individuals. In a repeated-measures, crossover design, ten non-aerobically trained participants (three males; seven females) performed two stages of a duration-modified Bruce treadmill protocol. Participants blindly consumed either 1 ounce of an exogenous BHB solution (KETO) or a noncaloric placebo (CON) 30 minutes prior to exercise testing. Blood ketone and glucose concentrations were measured prior to supplementation (baseline), immediately before exercise, and after exercise. Oxygen consumption (VO"
29953296," Historically, outcomes of posterior cruciate ligament (PCL) reconstructions have been less predictable and reported to yield inferior results when compared with those for anterior cruciate ligament (ACL) reconstructions. To report on the outcomes of double-bundle PCL reconstructions (DB PCLRs) in isolated versus combined injuries and acute versus chronic PCL reconstructions. To compare the outcomes of isolated DB PCLR with isolated ACL reconstruction. Cohort study; Level of evidence, 3. All patients who underwent a primary endoscopic DB PCLR for complete PCL tears (grade III) between May 2010 and March 2015 were reviewed. Patient-reported outcome scores (Tegner, Lysholm, WOMAC [Western Ontario and McMaster Universities Osteoarthritis Index], SF-12 [12-item Short Form Health Survey]) and objective posterior stress radiographs were collected preoperatively and at a minimum 2 years postoperatively. A cohort subanalysis was additionally performed between isolated and combined PCL reconstruction and acute versus chronic PCL reconstruction. Patients who underwent isolated ACL reconstructions over the same inclusion period (2010-2015) were selected as a comparison group. One hundred patients who underwent DB PCLR were included in this study. There were 31 isolated PCL injuries, and 69 patients had concurrent combined PCL injuries requiring surgery. The mean follow-up for the PCL cohort was 2.9 years (range, 2-6 years). The median Tegner activity score improved from 2 to 5, Lysholm from 48 to 86, WOMAC from 35.5 to 5, and SF-12 Physical Component Summary from 34 to 54.8 (all P values <.001). The mean side-to-side difference in posterior tibial translation on kneeling stress radiographs improved from 11.0 ± 3.5 mm preoperatively to 1.6 ± 2.0 mm postoperatively ( P < .001). There were no differences in postoperative functional scores between isolated PCL reconstructions and PCL-based multiligament reconstructions (all P values >.229). There was no significant difference in the reported outcome scores between acute and chronic reconstructions (all P values >.087) except for Tegner scores ( P < .001) and patient satisfaction ( P = .011) favoring acutely treated PCL injuries. There were no significant differences between patients who had an isolated DB PCLR and patients who underwent an isolated ACL reconstruction (n = 141) in postoperative outcome scores (all P values >.064). Significantly improved functional and objective outcomes were observed after anatomic DB PCLR at a mean 3 years' follow-up, with low complication rates, regardless of concomitant ligamentous injury or timing to surgery. Additionally, contrary to previous reports, comparable subjective and functional clinical outcomes were achieved compared with an isolated ACL reconstruction control cohort."
29281796," Blasiak A, Whyte GP, Matlak A, Brzóska R, Sadlik B. Morphologic properties of cartilage lesions in the knee arthroscopically prepared by the standard curette technique are inferior to lesions prepared by specialized chondrectomy instruments. Am J Sports Med. 2018;46(4):908-914. (Original DOI: 10.1177/0363546517745489) There is an error in the Abstract of this article. The Conclusion of the Abstract currently reads: Arthroscopic cartilage lesion preparation with SC instruments results in superior perpendicularity of surrounding cartilage walls to subchondral bone and greater consistency of debrided lesion depth, as compared with the standard debridement technique with curettes. It should have read: Arthroscopic cartilage lesion preparation with CM instruments results in superior perpendicularity of surrounding cartilage walls to subchondral bone and greater consistency of debrided lesion depth, as compared with the standard debridement technique with curettes."
29953291," During multiple knee ligament reconstructions, the graft tensioning order may influence the final tibiofemoral orientation and corresponding knee kinematics. Nonanatomic tibiofemoral orientation may result in residual knee instability, altered joint loading, and an increased propensity for graft failure. To biomechanically evaluate the effect of different graft tensioning sequences on knee tibiofemoral orientation after multiple knee ligament reconstructions in a bicruciate ligament (anterior cruciate ligament [ACL] and posterior cruciate ligament [PCL]) with a posterolateral corner (PLC)-injured knee. Controlled laboratory study. Ten nonpaired, fresh-frozen human cadaveric knees were utilized for this study. After reconstruction of both cruciate ligaments and the PLC and proximal graft fixation, each knee was randomly assigned to each of 4 graft tensioning order groups: (1) PCL → ACL → PLC, (2) PCL → PLC → ACL, (3) PLC → ACL → PCL, and (4) ACL → PCL → PLC. Tibiofemoral orientation after graft tensioning was measured and compared with the intact state. Tensioning the ACL first (tensioning order 4) resulted in posterior displacement of the tibia at 0° by 1.7 ± 1.3 mm compared with the intact state ( P = .002). All tensioning orders resulted in significantly increased tibial anterior translation compared with the intact state at higher flexion angles ranging from 2.7 mm to 3.2 mm at 60° and from 3.1 mm to 3.4 mm at 90° for tensioning orders 1 and 2, respectively (all P < .001). There was no significant difference in tibiofemoral orientation in the sagittal plane between the tensioning orders at higher flexion angles. All tensioning orders resulted in increased tibial internal rotation (all P < .001). Tensioning and fixing the PLC first (tensioning order 3) resulted in the most increases in internal rotation of the tibia: 2.4° ± 1.9°, 2.7° ± 1.8°, and 2.0° ± 2.0° at 0°, 30°, and 60°, respectively. None of the tensioning orders restored intact knee tibiofemoral orientation. Tensioning the PLC first should be avoided in bicruciate knee ligament reconstruction with concurrent PLC reconstruction because it significantly increased tibial internal rotation. We recommend that the PCL be tensioned first, followed by the ACL, to avoid posterior translation of the tibia in extension where the knee is primarily loaded during most activities. The PLC should be tensioned last. This study will help guide surgeons in decision making for the graft tensioning order during multiple knee ligament reconstructions."
29953287," Meniscus injuries and associated meniscectomies cause patients long-term pain and discomfort and can lead to joint deterioration. To evaluate a collagen-hyaluronan sponge reinforced with synthetic resorbable polymer fiber for total meniscus reconstruction in a long-term ovine model. Controlled laboratory study. Eleven skeletally mature sheep were implanted with the total meniscus scaffold. At 2 years, explants were evaluated biologically (radial/circumferential histology, immunofluorescence) and mechanically (compression, tension), and articular surfaces were examined for damage. The fiber-reinforced scaffold induced formation of functional neomeniscus tissue that was intact in 8 of 11 animals. The implant was remodeled into organized circumferentially aligned collagen bundles to resist meniscus hoop stresses. Moreover, type II collagen and proteoglycan deposition near the inner margin suggested a direct response to compressive stresses and confirmed fibrocartilage formation. Cartilage damage was observed, but end-stage (severe) joint deterioration associated with meniscectomy was avoided, even with limitations regarding the ovine surgical procedure and postoperative care. A fiber-reinforced total meniscus replacement device induces formation of functional neomeniscus tissue that has the potential to prevent catastrophic joint deterioration associated with meniscectomy. An off-the-shelf meniscus device that can be remodeled into functional tissue and thus prevent or delay the onset of osteoarthritis could address a widespread clinical need after meniscus injury."
29953284," John Fowler, Educational Consultant, explores continued professional development for the clinically based nurse, looking at making the most of opportunities."
29953283," Emeritus Professor Alan Glasper, from the University of Southampton, discusses the difficulties nurses have in accessing continuing professional development, as highlighted by a Royal College of Nursing report."
29953281," The second article on the use of track and trigger scoring (TTS) and National Early Warning Scoring Systems (NEWS 1 and 2) discusses how their use in relation to some patients can be too sensitive and in the case of others it merely detects late deterioration. This raises concerns that TTS and NEWS focus on a single set of observations at one point in time. They, therefore, ignore the observational trends by failing to compare the latest readings against previous sets of vital signs. It is therefore important that nurses do not rely solely on these tools, but use them in conjunction with their physiological knowledge and clinical assessment to identify deteriorating patients, as well as those who do not require unnecessary escalation of care."
29953280," John Tingle, Associate Professor (Teaching and Scholarship), Nottingham Trent University, discusses a recent publication by the CQC and some court cases on hospital A&E services."
29953279," Heart failure is a condition that is increasing in prevalence in the UK, with high patient mortality rates and frequent hospital admissions. Nurse-led heart failure services help to improve patient outcomes through aiding pharmacological, interventional and holistic care. Heart failure management teams that work to support patients can vary greatly from service to service. This article discusses the evidence and guidelines supporting an integrated multidisciplinary approach to chronic heart failure nursing care."
29953277," Nutritional support is seen as a vital component in the battle to attenuate the extreme hypermetabolic response experienced by patients suffering from large thermal injuries. Protein catabolism precipitating protein malnutrition places patients at greater risk of wound infection and sepsis due to delayed wound healing. Underfeeding, aggressive feeding, feeding routes, timing of initiation of feeding and tight insulin control have all been explored extensively in the quest to understand what nutritional treatment will best attenuate the hypermetabolic response. Despite this it is suggested that the majority of patients with large thermal injuries do not receive adequate nutritional support immediately post injury. Nurses have a pivotal role to play in ensuring that thermal injury patients receive appropriate nutritional support based on the best available evidence."
29953275," Heart failure readmissions are associated with significant morbidity and mortality. Adequate education on adherence and self-care behaviours can affect readmission rates positively and nurses are at the frontline of patient education. Such education is valuable when establishing heart failure programmes in developing countries, in light of the challenging socioeconomic circumstances in these. This study aimed to evaluate nurses' heart failure knowledge, to assess patients' baseline knowledge, and to evaluate the effectiveness of structured nurse-driven education. a total of 131 cardiac centre-based nurses and 30 chronic heart failure patients participated in the study in Kuwait. Patients were surveyed a second time 3 to 6 months later, while being followed at an advanced heart failure clinic by dedicated heart failure nurses. the majority of the nurses (80%) had not received heart failure education previously, although they were able to recognise most heart failure symptoms. Significant improvement in patients' knowledge was noted between the initial and follow-up surveys. establishing a dedicated advanced heart failure programme to care for patients in a developing country can result in significant improvement in disease awareness and self-care behaviours when led by well-trained heart failure nurses. More research is needed to determine if these findings are shared by other countries in the Middle-East and other developing countries."
29953274," Sam Foster, Chief Nurse, Oxford University Hospitals, explains the importance of quality impact assessments when introducing change in a trust to prevent changes causing poor patient care."
29953273," When Joanne Illsley's son, Archie, was diagnosed with primary lymphoedema she didn't know what it was. In this article, she talks about the journey from diagnosis to today, and what lies ahead for Archie and his family."
29953272," Alan Nobbs reflects on his decision to move into a more strategic nursing role rather than stay by the bedside, and the feelings of apprehension that followed."
