,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
10002191,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,air,airborne,spinal cord,,,
10002193,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,unknown,unknown,brain,,,
10002194,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,unknown,unknown,kidney,,,
10002195,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,unknown,unknown,spinal cord,,,
10002196,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,unknown,unknown,peritoneum,,,
10002197,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,aerosol,droplet spread,peritoneum,,,
10002198,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,air,airborne,peritoneum,,,
10002199,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,aerosol,droplet spread,urogenital system,,,
10002200,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,air,airborne,urogenital system,,,
10002201,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,unknown,unknown,urogenital system,PMID:16350814,PMID:16350814,
10002202,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,aerosol,droplet spread,bone,,,
10002203,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,air,airborne,bone,,,
10002204,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,unknown,unknown,bone,PMID:12517827,PMID:12517827,
10002205,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,aerosol,droplet spread,lymph node,,,
10002206,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,air,airborne,lymph node,,,
10002207,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,unknown,unknown,lymph node,PMID:12517827;PMID:12617417;PMID:12725558,PMID:12517827;PMID:12617417;PMID:12725558,
10002208,Mycobacterium tuberculosis,Homo sapiens,Hemophagocytic syndrome,unknown,unknown,bone,PMID:15624045;PMID:16679883;PMID:16790385;PMID:3134883;symptom=abdominal pain;symptom=cytopenia;symptom=enlargement of lymph nodes;symptom=fatigue;symptom=fever;symptom=hepatosplenomegaly;symptom=weight loss,PMID:15624045;PMID:16679883;PMID:16790385;PMID:3134883,
10002209,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,unknown,unknown,respiratory system,PMID:11948050;PMID:12037221;PMID:12070568;PMID:12475145;PMID:12517827;PMID:14720398;PMID:14974744;PMID:15305484;PMID:15862459;PMID:16466039;PMID:16685016;PMID:16700262,PMID:11948050;PMID:12037221;PMID:12070568;PMID:12475145;PMID:12517827;PMID:14720398;PMID:14974744;PMID:15305484;PMID:15862459;PMID:16466039;PMID:16685016;PMID:16700262,
10002210,Mycobacterium tuberculosis,Loxodonta,Tuberculosis,unknown,unknown,unknown,PMID:16829608,PMID:16829608,
10002211,Mycobacterium tuberculosis,Elephas maximus,Tuberculosis,unknown,unknown,unknown,PMID:16829608,PMID:16829608,
10002212,Mycobacterium tuberculosis,Canis lupus familiaris,Tuberculosis,unknown,unknown,unknown,PMID:10425790,PMID:10425790,
10002213,Mycobacterium tuberculosis,Elephantidae,Tuberculosis,unknown,unknown,respiratory system,PMID:9621200,PMID:9621200,
10002214,Mycobacterium tuberculosis,Suidae,Tuberculosis,unknown,unknown,unknown,PMID:15613817,PMID:15613817,
10002215,Mycobacterium tuberculosis,Pan troglodytes,Tuberculosis,air,airborne,respiratory system,PMID:15077712;symptom=chronic cough,PMID:15077712,
10002216,Mycobacterium tuberculosis,Felis catus,Tuberculosis,unknown,unknown,unknown,PMID:8629329,PMID:8629329,
10002218,Mycobacterium tuberculosis str. Haarlem,Homo sapiens,Tuberculosis,unknown,unknown,unknown,PMID:15963297,PMID:15963297,
10002219,Mycobacterium tuberculosis,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:15660174,PMID:15660174,
10002220,Mycobacterium tuberculosis,Addax nasomaculatus,Tuberculosis,air,airborne,unknown,PMID:15077712,PMID:15077712,
10002221,Mycobacterium tuberculosis,Tapirus terrestris,Tuberculosis,air,airborne,respiratory system,PMID:15077712;symptom=acute dyspnea;symptom=heart failure;symptom=rapid respiration,PMID:15077712,
10002222,Mycobacterium tuberculosis,Papio ursinus,Tuberculosis,air,airborne,respiratory system,PMID:15077712;symptom=acute weight loss;symptom=anorexia;symptom=listlessness,PMID:15077712,
10002223,Mycobacterium tuberculosis,Semnopithecus entellus,Tuberculosis,air,airborne,respiratory system,PMID:15077712;symptom=fever;symptom=heart failure;symptom=moderate anemia;symptom=pale mucous membrane;symptom=rales;symptom=splenomegaly,PMID:15077712,
10002224,Mycobacterium tuberculosis,Tragelaphus imberbis,Tuberculosis,air,airborne,respiratory system,PMID:15077712;symptom=abnormal chest sound;symptom=heart failure,PMID:15077712,
10002225,Mycobacterium tuberculosis,Tapirus indicus,Tuberculosis,air,airborne,respiratory system,PMID:15077712;symptom=anorexia;symptom=cough;symptom=listlessness,PMID:15077712,
10002226,Mycobacterium tuberculosis,Redunca fulvorufula,Tuberculosis,air,airborne,unknown,PMID:15077712,PMID:15077712,
10002227,Mycobacterium tuberculosis,Pan troglodytes,Tuberculosis,aerosol,droplet spread,respiratory system,PMID:15077712,PMID:15077712,
10002228,Mycobacterium tuberculosis,Pan troglodytes,Tuberculosis,air,airborne,brain,PMID:15077712;symptom=brain cyst;symptom=epileptic seizure,PMID:15077712,
10002229,Mycobacterium tuberculosis,Pan troglodytes,Tuberculosis,air,airborne,lymph node,PMID:15077712;symptom=abscess,PMID:15077712,
10002230,Mycobacterium tuberculosis,Homo sapiens,Encephalitis,unknown,unknown,brain,PMID:14695429;symptom=abnormal behavior;symptom=abnormal involuntary movement;symptom=acute mental dysfunction;symptom=convulsion;symptom=loss of consciousness;symptom=memory impairment;symptom=pareses,PMID:14695429,
10002231,Mycobacterium tuberculosis,Mungos mungo,Tuberculosis,unknown,unknown,respiratory system,PMID:12023916,PMID:12023916,
10002232,Mycobacterium tuberculosis,Homo sapiens,Tuberculosis,Homo sapiens,congenital,unknown,PMID:11847922,PMID:11847922,
10002233,Chlamydophila psittaci,Homo sapiens,Psittacosis,air,airborne,respiratory system,PMID:10914931;PMID:1184442;PMID:12498596;PMID:15757553;PMID:16471138;PMID:2674292;PMID:2764001;PMID:623096;PMID:6621602;PMID:8128594;PMID:8343087;symptom=chills;symptom=delirium;symptom=dry cough;symptom=fever;symptom=headache;symptom=hepatitis;symptom=muscles ache;symptom=pneumonia;symptom=renal involvement;symptom=respiratory failure;symptom=severe headache,PMID:10914931;PMID:1184442;PMID:12498596;PMID:15757553;PMID:16471138;PMID:2674292;PMID:2764001;PMID:623096;PMID:6621602;PMID:8128594;PMID:8343087,
10002234,Chlamydophila psittaci,Homo sapiens,Psittacosis,not curated,contact,respiratory system,PMID:10914931;PMID:15757553;PMID:9204302,PMID:10914931;PMID:15757553;PMID:9204302,
10002235,Chlamydophila psittaci,Meleagris gallopavo,Psittacosis,unknown,unknown,respiratory system,PMID:1112744;PMID:1184442;PMID:16326044;PMID:2764001;PMID:623096;PMID:8128594;PMID:8205970;PMID:9050173;symptom=depression;symptom=loss of appetite;symptom=nasal discharge;symptom=ruffled feather;symptom=weakness;symptom=weight loss;symptom=yellowish green diarrhea,PMID:1112744;PMID:1184442;PMID:16326044;PMID:2764001;PMID:623096;PMID:8128594;PMID:8205970;PMID:9050173,
10002236,Chlamydophila psittaci,Anas,Psittacosis,air,airborne,respiratory system,PMID:8343087;symptom=depression;symptom=loss of appetite;symptom=nasal discharge;symptom=ruffled feather;symptom=weakness;symptom=weight loss;symptom=yellowish green diarrhea,PMID:8343087,
10002237,Chlamydophila psittaci,Homo sapiens,Psittacosis,aerosol,droplet spread,respiratory system,PMID:10914931;PMID:2674292;PMID:9090543;symptom=delirium;symptom=hepatitis;symptom=pneumonia;symptom=renal involvement;symptom=respiratory failure,PMID:10914931;PMID:2674292;PMID:9090543,
10002238,Chlamydophila psittaci,Homo sapiens,Psittacosis,unknown,unknown,respiratory system,PMID:12498596;PMID:1406575;PMID:1547838;PMID:16471138;PMID:3315709;PMID:6693765;PMID:6736642;PMID:7200143;PMID:8239852,PMID:12498596;PMID:1406575;PMID:1547838;PMID:16471138;PMID:3315709;PMID:6693765;PMID:6736642;PMID:7200143;PMID:8239852,
10002239,Chlamydophila psittaci,Nymphicus hollandicus,Psittacosis,air,airborne,respiratory system,PMID:2888965;PMID:6735859;symptom=anorexia;symptom=diarrhea;symptom=weight loss;symptom=yellow dropping,PMID:2888965;PMID:6735859,
10002240,Chlamydophila psittaci,Melopsittacus undulatus,Psittacosis,air,airborne,respiratory system,PMID:6735859;symptom=anorexia;symptom=diarrhea;symptom=weight loss;symptom=yellow dropping,PMID:6735859,
10002241,Chlamydophila psittaci,Psittacidae,Psittacosis,air,airborne,respiratory system,PMID:6735859;symptom=anorexia;symptom=diarrhea;symptom=weight loss;symptom=yellow dropping,PMID:6735859,
10002242,Chlamydophila psittaci,Cacatuidae,Psittacosis,air,airborne,respiratory system,PMID:6735859;symptom=anorexia;symptom=diarrhea;symptom=weight loss;symptom=yellow dropping,PMID:6735859,
10002243,Chlamydophila psittaci,Amazona aestiva,Psittacosis,air,airborne,respiratory system,PMID:12398299;PMID:15193081,PMID:12398299;PMID:15193081,
10002244,Chlamydophila psittaci,Ovis aries,Psittacosis,unknown,unknown,respiratory system,PMID:15757553;PMID:8488651;PMID:9204302,PMID:15757553;PMID:8488651;PMID:9204302,
10002245,Chlamydophila psittaci,Capra hircus,Psittacosis,unknown,unknown,respiratory system,PMID:15757553,PMID:15757553,
10002246,Chlamydophila psittaci,Bos taurus,Psittacosis,unknown,unknown,respiratory system,PMID:15757553,PMID:15757553,
10002247,Chlamydophila psittaci,Lepidosauria,Psittacosis,unknown,unknown,respiratory system,PMID:15757553,PMID:15757553,
10002248,Chlamydophila psittaci,Columba livia,Psittacosis,air,airborne,respiratory system,PMID:12498596;symptom=depression;symptom=loss of appetite;symptom=nasal discharge;symptom=ruffled feather;symptom=weakness;symptom=weight loss;symptom=yellowish green diarrhea,PMID:12498596,
10002249,Chlamydophila psittaci,Homo sapiens,Pneumonia,not curated,contact,respiratory system,PMID:1405807,PMID:1405807,
10002250,Chlamydophila psittaci,Canis lupus familiaris,Psittacosis,unknown,unknown,respiratory system,PMID:1641947,PMID:1641947,
10002251,Chlamydophila psittaci,Bos taurus,Psittacosis,unknown,unknown,urogenital system,PMID:1771749,PMID:1771749,
10002252,Chlamydophila psittaci,Phascolarctidae,Conjunctivitis,unknown,unknown,eye,PMID:1883294,PMID:1883294,
10002253,Chlamydophila psittaci,Felis catus,Conjunctivitis,unknown,unknown,eye,PMID:6719790,PMID:6719790,
10002254,Chlamydophila psittaci,Buteo jamaicensis,Psittacosis,unknown,unknown,respiratory system,PMID:2241695,PMID:2241695,
10002255,Chlamydophila psittaci,Homo sapiens,Pneumonia,unknown,unknown,respiratory system,PMID:3886806,PMID:3886806,
10002256,Chlamydophila psittaci,Fulmarus glacialis,Psittacosis,air,airborne,respiratory system,,,
10002257,Chlamydophila psittaci,Phascolarctos cinereus,Keratoconjunctivitis,unknown,unknown,eye,PMID:7338971,PMID:7338971,
10002258,Chlamydophila psittaci,Homo sapiens,Endocarditis,unknown,unknown,heart,PMID:10914931,PMID:10914931,
10002259,Chlamydophila psittaci,Homo sapiens,Myocarditis,unknown,unknown,heart,PMID:10914931,PMID:10914931,
10002260,Chlamydophila psittaci,Homo sapiens,Hepatitis,unknown,unknown,liver,PMID:10914931,PMID:10914931,
10002261,Chlamydophila psittaci,Homo sapiens,Arthritis,unknown,unknown,bone,PMID:10914931,PMID:10914931,
10002262,Chlamydophila psittaci,Homo sapiens,Encephalitis,unknown,unknown,brain,PMID:10914931,PMID:10914931,
10002263,Chlamydophila psittaci,Homo sapiens,Keratoconjunctivitis,unknown,unknown,eye,PMID:10914931,PMID:10914931,
10002264,Chlamydophila psittaci,Felis catus,Psittacosis,unknown,unknown,respiratory system,PMID:9008346,PMID:9008346,
10002265,Chlamydophila psittaci 6BC,Psittacula,Psittacosis,unknown,unknown,respiratory system,PMID:12205067,PMID:12205067,
10002267,Bacillus anthracis,Homo sapiens,Cutaneous anthrax,wool,contact,skin,URL:http://emergency.cdc.gov/agent/anthrax/faq/signs.asp,URL:http://emergency.cdc.gov/agent/anthrax/faq/signs.asp,
10002268,Bacillus anthracis,Homo sapiens,Cutaneous anthrax,hide,contact,skin,URL:http://emergency.cdc.gov/agent/anthrax/faq/signs.asp,URL:http://emergency.cdc.gov/agent/anthrax/faq/signs.asp,
10002269,Bacillus anthracis,Homo sapiens,Cutaneous anthrax,hair ,contact,skin,URL:http://emergency.cdc.gov/agent/anthrax/faq/signs.asp,URL:http://emergency.cdc.gov/agent/anthrax/faq/signs.asp,
10002270,Bacillus anthracis,Homo sapiens,Oropharyngeal anthrax,food,vehicle-borne ingestion,oropharynx,PMID:6696173;URL:http://www.cdc.gov/ncidod/EID/vol8no7/pdf/02-0062.pdf;symptom=fever;symptom=toxemia;symptom=lesions in oropharynx;symptom=cervical lymphadenopathy;symptom=cervical edema;symptom=hoarseness;symptom=throat pain;symptom=dysphagia,PMID:6696173;URL:http://www.cdc.gov/ncidod/EID/vol8no7/pdf/02-0062.pdf,
10002271,Bacillus anthracis,Bubalus bubalis,Anthrax,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/EID/vol8no7/pdf/02-0062.pdf,URL:http://www.cdc.gov/ncidod/EID/vol8no7/pdf/02-0062.pdf,
10002272,Bacillus anthracis,Bos taurus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/EID/vol8no7/pdf/02-0062.pdf,URL:http://www.cdc.gov/ncidod/EID/vol8no7/pdf/02-0062.pdf,
10002273,Bacillus anthracis,Homo sapiens,Cutaneous anthrax,undocumented,contact,skin,URL:http://www.cdc.gov/ncidod/EID/vol8no7/pdf/02-0062.pdf;URL:http://emergency.cdc.gov/agent/anthrax/anthrax-hcp-factsheet.asp,,
10002274,Bacillus anthracis,Cervus elaphus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/eid/content/13/7/pdfs/1118.pdf;infection_cvterm=is_amplifier_host,URL:http://www.cdc.gov/eid/content/13/7/pdfs/1118.pdf,
10002275,Bacillus anthracis,Ovis aries,Anthrax,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/eid/content/13/7/pdfs/1118.pdf;infection_cvterm=is_host,URL:http://www.cdc.gov/eid/content/13/7/pdfs/1118.pdf,
10002276,Bacillus anthracis,Capra hircus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/eid/content/13/7/pdfs/1118.pdf;infection_cvterm=is_host,URL:http://www.cdc.gov/eid/content/13/7/pdfs/1118.pdf,
10002277,Bacillus anthracis,Equus caballus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/eid/content/13/7/pdfs/1118.pdf;infection_cvterm=is_host,URL:http://www.cdc.gov/eid/content/13/7/pdfs/1118.pdf,
10002278,Bacillus anthracis,Homo sapiens,Cutaneous anthrax,bone meal,contact,skin,URL:http://www.dhh.louisiana.gov/offices/publications/pubs-249/Anthrax.pdf,URL:http://www.dhh.louisiana.gov/offices/publications/pubs-249/Anthrax.pdf,
10002279,Bacillus anthracis str. Vollum,Stomoxys calcitrans,Anthrax,no disease,,,PMID:3112013;infection_cvterm=is_vector,,
10002280,Bacillus anthracis str. Vollum,Aedes aegypti,Anthrax,no disease,,,PMID:3112013;infection_cvterm=is_vector,,
10002281,Bacillus anthracis str. Vollum,Ochlerotatus taeniorhynchus,Anthrax,no disease,,,PMID:3112013;infection_cvterm=is_vector,,
10002282,Bacillus anthracis,Homo sapiens,Cutaneous anthrax,tissue,contact,skin,PMID:8420007,PMID:8420007,
10002283,Bacillus anthracis,Homo sapiens,Cutaneous anthrax,medical instrument,vehicle-borne fomite,skin,PMID:17602791,PMID:17602791,
10002284,Bacillus anthracis,Ovis aries,Anthrax,food,vehicle-borne ingestion,gastrointestinal system,PMID:16948627,PMID:1694862,
10002285,Bacillus anthracis,Capra hircus,Anthrax,food,vehicle-borne ingestion,gastrointestinal system,PMID:16948627,PMID:1694862,
10002286,Bacillus anthracis,Bos taurus,Anthrax,food,vehicle-borne ingestion,gastrointestinal system,PMID:16948627,PMID:1694862,
10002287,Bacillus anthracis,Homo sapiens,Cutaneous anthrax, soil,contact,skin,PMID:16948627,PMID:1694862,
10002288,Bacillus anthracis str. A0193,Bos taurus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=nuccore&id=167642380,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=nuccore&id=167642380,
10002289,Bacillus anthracis str. A0389,undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=27917,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=27917,
10002290,Bacillus anthracis str. A0442,Tragelaphus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=nuccore&id=167636680,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=nuccore&id=167636680,
10002291,Bacillus anthracis str. A0465,Bos taurus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=27919,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=27919,
10002292,Bacillus anthracis str. A0488,Bos taurus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=27913,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=27913,
10002294,Bacillus anthracis str. Australia 94,undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10799,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10799,
10002295,Bacillus anthracis str. CNEVA-9066,Homo sapiens,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10796,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10796,
10002296,Bacillus anthracis str. Kruger B,undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=324,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=324,
10002297,Bacillus anthracis str. Vollum,undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10797,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10797,
10002298,Bacillus anthracis str. Western North America USA6153,undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=337;PMID:15808746,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=337;PMID:15808746,
10002299,Bacillus anthracis,Bison,Anthrax,undocumented,undocumented,undocumented,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf;infection_cvterm=is_host,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf,
10002300,Bacillus anthracis,Dama dama,Anthrax,undocumented,undocumented,undocumented,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf;infection_cvterm=is_host,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf,
10002301,Bacillus anthracis,Odocoileus virginianus,Anthrax,undocumented,undocumented,undocumented,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf;infection_cvterm=is_host,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf,
10002302,Bacillus anthracis,Lama glama,Anthrax,undocumented,undocumented,undocumented,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf;infection_cvterm=is_host,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf,
10002303,Bacillus anthracis,Loxodonta,Anthrax,undocumented,undocumented,undocumented,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf;infection_cvterm=is_host,URL:http://www.aphis.usda.gov/vs/ceah/cei/taf/emerginganimalhealthissues_files/anthrax.pdf,
10002304,Bacillus anthracis '34F2 (NMRC)',undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29643,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29643,
10002305,Bacillus anthracis '34F2 delta gerH',undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29641,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29641,
10002306,Bacillus anthracis str. A0174,undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&Cmd=Retrieve&list_uids=27921,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&Cmd=Retrieve&list_uids=27921,
10002307,Bacillus anthracis str. A1055,undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10795;PMID:15808746,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10795;PMID:15808746,
10002308,Bacillus anthracis str. Western North America USA6153,Bison,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=337;PMID:15808746,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=337;PMID:15808746,
10002309,Bacillus anthracis str. Sterne,undocumented,Anthrax,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10878,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=10878,
10002310,Bacillus anthracis,Sus scrofa,Anthrax,undocumented,undocumented,undocumented,URL:http://www.cidrap.umn.edu/cidrap/content/bt/anthrax/biofacts/anthraxfactsheet.html,URL:http://www.cidrap.umn.edu/cidrap/content/bt/anthrax/biofacts/anthraxfactsheet.html,
10002311,Bacillus anthracis,Homo sapiens,Gastrointestinal anthrax,food,vehicle-borne ingestion,ileum,URL:http://www.cidrap.umn.edu/cidrap/content/bt/anthrax/biofacts/anthraxfactsheet.html,URL:http://www.cidrap.umn.edu/cidrap/content/bt/anthrax/biofacts/anthraxfactsheet.html,
10002312,Bacillus anthracis,Homo sapiens,Gastrointestinal anthrax,food,vehicle-borne ingestion,cecum,URL:http://www.cidrap.umn.edu/cidrap/content/bt/anthrax/biofacts/anthraxfactsheet.html,,
10002313,Bacillus anthracis,Bos taurus,Gastrointestinal anthrax,soil,vehicle-borne ingestion,gastrointestinal system,URL:http://www.cdc.gov/vaccines/Pubs/pinkbook/downloads/anthrax-508.pdf,URL:http://www.cdc.gov/vaccines/Pubs/pinkbook/downloads/anthrax-508.pdf,
10002315,Bacillus anthracis,Bison,Anthrax,food,vehicle-borne ingestion,gastrointestinal system,URL:http://www.bah.state.mn.us/bah/releases/anthrax07-20-06.pdf,URL:http://www.bah.state.mn.us/bah/releases/anthrax07-20-06.pdf,
10002316,Bacillus anthracis,Equus caballus,Anthrax,food,vehicle-borne ingestion,gastrointestinal system,URL:http://www.bah.state.mn.us/bah/releases/anthrax07-20-06.pdf,,
10002317,Bacillus anthracis,Acinonyx jubatus,Anthrax,undocumented,undocumented,undocumented,PMID:18689661,PMID:18689661,
10002318,Bacillus anthracis,Pan troglodytes verus,Anthrax,food,vehicle-borne ingestion,gastrointestinal system,URL:http://www.nature.com/nature/journal/v430/n6998/pdf/nature02722.pdf,URL:http://www.nature.com/nature/journal/v430/n6998/pdf/nature02722.pdf,
10002319,Bacillus anthracis,Pan troglodytes verus,Anthrax,water ,vehicle-borne ingestion,gastrointestinal system,URL:http://www.nature.com/nature/journal/v430/n6998/pdf/nature02722.pdf,URL:http://www.nature.com/nature/journal/v430/n6998/pdf/nature02722.pdf,
10002320,Bacillus anthracis,Homo sapiens,Anthrax,fomite,vehicle-borne fomite,skin,PMID:11851579,,
10002321,Bacillus anthracis,Homo sapiens,Cutaneous anthrax,Homo sapiens,contact,skin,URL:http://www.cidrap.umn.edu/cidrap/content/bt/anthrax/biofacts/anthraxfactsheet.html,,
10002322,Bacillus anthracis,soil,no disease,,,,PMID:16948627;infection_cvterm=is_reservoir,,
10002323,Escherichia coli O157:H7,Homo sapiens,Hemolytic-uremic syndrome,spinach,vehicle-borne ingestion ,gastrointestinal system,PMID:17008868,PMID:17008868 ,
10002324,Clostridium botulinum B,Homo sapiens,Hidden botulism,intestine,unknown,intestine,toxin=BoNT/B;PMID:3290234,PMID:3290234,
10002325,Clostridium botulinum A,Homo sapiens,Wound botulism,hypodermic needle,contact,skin,toxin=BoNT/A;URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2001.pdf,URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2001.pdf,
10002326,Clostridium botulinum B,Homo sapiens,Wound botulism,hypodermic needle,contact,skin,toxin=BoNT/B;URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2001.pdf,URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2001.pdf,
10002327,Clostridium botulinum ,Homo sapiens,Wound botulism,hypodermic needle,contact,skin,toxin=Clostridium botulinum neurotoxins;URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2002.pdf,URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2002.pdf,
10002328,Clostridium botulinum F,Homo sapiens,Hidden botulism,intestine,unknown,intestine,toxin=BoNT/F;PMID:1616363;URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2001.pdf,PMID:1616363;URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2001.pdf,
10002329,Clostridium botulinum B,Homo sapiens,Inadvertent botulism,hypodermic needle,vehicle-borne medical,muscle,toxin=BoNT/B;URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2003.pdf,URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2003.pdf,
